id_material,titulo,tipo,area,nivel,descricao,autor
2783,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2784,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2785,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2786,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2787,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2788,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2789,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2790,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2791,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2792,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2793,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2794,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2795,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2796,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2797,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2798,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2799,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2800,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2801,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2802,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2803,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2804,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2805,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2806,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2807,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2808,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2809,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2810,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2811,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2812,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2813,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2814,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2815,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2816,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2817,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2818,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2819,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2820,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2821,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2822,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2823,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2824,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2825,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2826,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2827,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2828,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2829,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2830,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2831,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2832,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2833,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2834,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2835,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2836,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2837,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2838,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2839,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2840,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2841,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2842,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2843,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2844,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2845,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2846,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2847,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2848,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2849,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2850,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2851,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2852,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2853,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2854,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2855,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2856,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2857,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2858,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2859,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2860,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2861,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2862,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2863,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2864,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2865,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2866,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2867,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2868,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2869,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2870,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2871,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2872,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2873,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2874,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2875,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2876,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2877,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2878,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2879,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2880,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2881,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2882,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2883,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2884,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2885,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2886,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2887,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2888,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2889,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2890,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2891,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2892,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2893,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2894,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2895,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2896,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2897,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2898,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2899,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2900,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2901,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2902,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2903,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2904,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2905,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2906,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2907,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2908,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2909,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2910,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2911,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2912,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2913,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2914,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2915,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2916,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2917,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2918,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2919,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2920,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2921,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2922,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2923,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2924,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2925,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2926,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2927,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2928,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2929,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2930,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
2931,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
2932,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
2933,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
2934,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
2935,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
2936,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
2937,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
2938,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
2939,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
2940,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
